symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
MSFT,522.77,3885836387950,1.023,3.32,344.79-555.45,2.23,0.4284,5620930,20304070.0,Microsoft Corporation,USD,0000789019,US5949181045,594918104,NASDAQ Global Select,NASDAQ,Software - Infrastructure,https://www.microsoft.com,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. The company operates in three segments: Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, Microsoft Viva, and Skype for Business; Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for organizations and enterprise divisions. The Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related Client Access Licenses; GitHub that provides a collaboration platform and code hosting service for developers; Nuance provides healthcare and enterprise AI solutions; and Azure, a cloud platform. It also offers enterprise support, Microsoft consulting, and nuance professional services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification on Microsoft products. The More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; and Windows Internet of Things. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. Microsoft Corporation was founded in 1975 and is headquartered in Redmond, Washington.",Satya Nadella,Technology,US,228000,425 882 8080,One Microsoft Way,Redmond,WA,98052-6399,https://images.financialmodelingprep.com/symbol/MSFT.png,1986-03-13,False,False,True,False,False
CAH,159.83,38166886470,0.718,2.0326,106.98-168.44,0.31,0.19433,419234,2347335.0,"Cardinal Health, Inc.",USD,0000721371,US14149Y1082,14149Y108,New York Stock Exchange,NYSE,Medical - Distribution,https://www.cardinalhealth.com,"Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States, Canada, Europe, Asia, and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, physician offices, and patients in the home. The company operates in two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. The segment also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; repackages generic pharmaceuticals and over-the-counter healthcare products; and offers medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers, as well as provides pharmacy management services to hospitals. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products and devices that include exam and surgical gloves; needles, syringe, and sharps disposals; compressions; incontinences; nutritional delivery products; wound care products; single-use surgical drapes, gowns, and apparels; fluid suction and collection systems; urology products; operating room supply products; and electrode product lines. The segment also distributes a range of national brand products, including medical, surgical, and laboratory products; provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers; and assembles and sells sterile, and non-sterile procedure kits. The company was incorporated in 1979 and is headquartered in Dublin, Ohio.",Jason M. Hollar,Healthcare,US,47922,614 757 5000,7000 Cardinal Place,Dublin,OH,43017,https://images.financialmodelingprep.com/symbol/CAH.png,1983-08-04,False,False,True,False,False
BAC,51.61,382272689500,1.334,1.06,33.07-52.88,0.51,0.99804,11208169,34441000.0,Bank of America Corporation,USD,0000070858,US0605051046,060505104,New York Stock Exchange,NYSE,Banks - Diversified,https://www.bankofamerica.com,"Bank of America Corporation, through its subsidiaries, provides banking and financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. Its Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, noninterest-and interest-bearing checking accounts, and investment accounts and products; and credit and debit cards, residential mortgages, and home equity loans, as well as direct and indirect loans, such as automotive, recreational vehicle, and consumer personal loans. The company's Global Wealth & Investment Management segment offers investment management, brokerage, banking, and trust and retirement products and services; and wealth management solutions, as well as customized solutions, including specialty asset management services. Its Global Banking segment provides lending products and services, including commercial loans, leases, commitment facilities, trade finance, and commercial real estate and asset-based lending; treasury solutions, such as treasury management, foreign exchange, and short-term investing options and merchant services; working capital management solutions; and debt and equity underwriting and distribution, and merger-related and other advisory services. The company's Global Markets segment offers market-making, financing, securities clearing, settlement, and custody services, as well as risk management products using interest rate, equity, credit, currency and commodity derivatives, foreign exchange, fixed-income, and mortgage-related products. As of December 31, 2021, it served approximately 67 million consumer and small business clients with approximately 4,200 retail financial centers; approximately 16,000 ATMs; and digital banking platforms with approximately 41 million active users. The company was founded in 1784 and is based in Charlotte, North Carolina.",Brian Thomas Moynihan,Financial Services,US,213000,704 386 5681,Bank of America Corporate Center,Charlotte,NC,28255,https://images.financialmodelingprep.com/symbol/BAC.png,1973-02-21,False,False,True,False,False
GM,67.27,63502847105,1.336391,0.54,41.6-68.4799,-0.04,-0.05942653,5479288,8196906.0,General Motors Company,USD,0001467858,US37045V1008,37045V100,New York Stock Exchange,NYSE,Auto - Manufacturers,https://www.gm.com,"General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts and accessories in North America, the Asia Pacific, the Middle East, Africa, South America, the United States, and China. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, cars, and purpose-built vehicles to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation; and connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, in-vehicle voice, voice assistant, navigation and app ecosystem, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity, as well as develops and commercializes autonomous vehicle technology. Further, the company provides automotive financing and insurance services; and software-enabled services and subscriptions. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",Mary T. Barra,Consumer Cyclical,US,162000,313-667-1500,300 Renaissance Center,Detroit,MI,48265-3000,https://images.financialmodelingprep.com/symbol/GM.png,2010-11-18,False,False,True,False,False
ELV,344.43,76545778770,0.59,6.76,273.71-458.75,-0.78,-0.22595,1323305,2195782.0,Elevance Health Inc.,USD,0001156039,US0367521038,036752103,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.elevancehealth.com,"Elevance Health Inc. operates as a health benefits company. It supports consumers, families, and communities across the entire care journey connecting to the care, support, and resources to lead healthier lives. It serves approximately 118 million people through a portfolio of medical, digital, pharmacy, behavioral, clinical, and care solutions. The company was formerly known as Anthem, Inc. and changed its name to Elevance Health Inc. in June 2022. Elevance Health Inc. was founded in 1944 and is headquartered in Indianapolis, Indiana.",Gail Koziara Boudreaux,Healthcare,US,104200,800 331 1476,220 Virginia Avenue,Indianapolis,IN,46204,https://images.financialmodelingprep.com/symbol/ELV.png,2001-10-30,False,False,True,False,False
C,96.88,178346392000,1.357,2.28,55.51-105.59,0.58,0.60228,3269722,14150437.0,Citigroup Inc.,USD,0000831001,US1729674242,172967424,New York Stock Exchange,NYSE,Banks - Diversified,https://www.citigroup.com,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions in North America, Latin America, Asia, Europe, the Middle East, and Africa. The company operates in two segments, Global Consumer Banking (GCB) and Institutional Clients Group (ICG). The GCB segment offers traditional banking services to retail customers through retail banking, Citi-branded cards, and Citi retail services. It also provides various banking, credit card, lending, and investment services through a network of local branches, offices, and electronic delivery systems. The ICG segment offers wholesale banking products and services, including fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative, equity and fixed income research, corporate lending, investment banking and advisory, private banking, cash management, trade finance, and securities services to corporate, institutional, public sector, and high-net-worth clients. As of December 31, 2020, it operated 2,303 branches primarily in the United States, Mexico, and Asia. Citigroup Inc. was founded in 1812 and is headquartered in New York, New York.",Jane Nind Fraser,Financial Services,US,229000,212 559 1000,388 Greenwich Street,New York City,NY,10013,https://images.financialmodelingprep.com/symbol/C.png,1977-01-03,False,False,True,False,False
META,738.32,1854803844148,1.203,2.075,479.8-796.25,4.91,0.66948,4220388,11923643.0,"Meta Platforms, Inc.",USD,0001326801,US30303M1027,30303M102,NASDAQ Global Select,NASDAQ,Internet Content & Information,https://investor.fb.com,"Meta Platforms, Inc. engages in the development of products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and wearables worldwide. It operates in two segments, Family of Apps and Reality Labs. The Family of Apps segment offers Facebook, which enables people to share, discuss, discover, and connect with interests; Instagram, a community for sharing photos, videos, and private messages, as well as feed, stories, reels, video, live, and shops; Messenger, a messaging application for people to connect with friends, family, communities, and businesses across platforms and devices through text, audio, and video calls; and WhatsApp, a messaging application that is used by people and businesses to communicate and transact privately. The Reality Labs segment provides augmented and virtual reality related products comprising consumer hardware, software, and content that help people feel connected, anytime, and anywhere. The company was formerly known as Facebook, Inc. and changed its name to Meta Platforms, Inc. in October 2021. Meta Platforms, Inc. was incorporated in 2004 and is headquartered in Menlo Park, California.",Mark Elliot Zuckerberg,Technology,US,76834,650 543 4800,1601 Willow Road,Menlo Park,CA,94025,https://images.financialmodelingprep.com/symbol/META.png,2012-05-18,False,False,True,False,False
CNC,33.575,16489790475,0.476,0.0,25.08-70.11,-2.445,-6.7879,9509194,14435792.0,Centene Corporation,USD,0001071739,US15135B1017,15135B101,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.centene.com,"Centene Corporation operates as a multi-national healthcare enterprise that provides programs and services to under-insured and uninsured individuals in the United States. Its Managed Care segment offers health plan coverage to individuals through government subsidized programs, including Medicaid, the State children's health insurance program, long-term services and support, foster care, and medicare-medicaid plans, which cover dually eligible individuals, as well as aged, blind, or disabled programs. Its health plans include primary and specialty physician care, inpatient and outpatient hospital care, emergency and urgent care, prenatal care, laboratory and X-ray, home-based primary care, transportation assistance, vision care, dental care, telehealth, immunization, specialty pharmacy, therapy, social work, nurse advisory, and care coordination services, as well as prescriptions and limited over-the-counter drugs, medical equipment, and behavioral health and abuse services. This segment also offers various individual, small group, and large group commercial healthcare products to employers and directly to members. The company's Specialty Services segment provides pharmacy benefits management services; nurse advice line and after-hours support services; vision and dental services, as well as staffing services to correctional systems and other government agencies; and services to Military Health System eligible beneficiaries. This segment offers its services and products to state programs, correctional facilities, healthcare organizations, employer groups, and other commercial organizations. The company provides its services through primary and specialty care physicians, hospitals, and ancillary providers. Centene Corporation was founded in 1984 and is headquartered in St. Louis, Missouri.",Sarah M. London,Healthcare,US,60400,314 725 4477,Centene Plaza,Saint Louis,MO,63105,https://images.financialmodelingprep.com/symbol/CNC.png,2001-12-13,False,False,True,False,False
WBA,11.98,10369421068,0.768,0.25,8.08-13.25,0.06,0.50336,452081061,16940296.0,"Walgreens Boots Alliance, Inc.",USD,0001618921,US9314271084,931427108,NASDAQ Global Select,NASDAQ,Medical - Pharmaceuticals,https://www.walgreensbootsalliance.com,"Walgreens Boots Alliance, Inc. operates as a pharmacy-led health and beauty retail company. It operates through two segments, the United States and International. The United States segment sells prescription drugs and an assortment of retail products, including health, wellness, beauty, personal care, consumable, and general merchandise products through its retail drugstores. It also provides central specialty pharmacy services and mail services. As of August 31, 2021, this segment operated 8,965 retail stores under the Walgreens and Duane Reade brands in the United States; and five specialty pharmacies. The International segment sells prescription drugs; and health and wellness, beauty, personal care, and other consumer products through its pharmacy-led health and beauty retail stores and optical practices, as well as through boots.com and an integrated mobile application. It also engages in pharmaceutical wholesaling and distribution business in Germany. As of August 31, 2021, this segment operated 4,031 retail stores under the Boots, Benavides, and Ahumada in the United Kingdom, Thailand, Norway, the Republic of Ireland, the Netherlands, Mexico, and Chile; and 548 optical practices, including 160 on a franchise basis. Walgreens Boots Alliance, Inc. was founded in 1901 and is based in Deerfield, Illinois.",Timothy C. Wentworth,Healthcare,US,193000,847 315 3700,108 Wilmot Road,Deerfield,IL,60015,https://images.financialmodelingprep.com/symbol/WBA.png,1980-03-17,False,False,False,False,False
KR,68.505,45396756390,0.566,1.31,55.6-74.9,-0.1,-0.14576,1835321,7045748.0,The Kroger Co.,USD,0000056873,US5010441013,501044101,New York Stock Exchange,NYSE,Grocery Stores,https://www.thekrogerco.com,"The Kroger Co. operates as a retailer in the United States. The company operates combination food and drug stores, multi-department stores, marketplace stores, and price impact warehouses. Its combination food and drug stores offer natural food and organic sections, pharmacies, general merchandise, pet centers, fresh seafood, and organic produce; and multi-department stores provide apparel, home fashion and furnishings, outdoor living, electronics, automotive products, and toys. The company's marketplace stores offer full-service grocery, pharmacy, health and beauty care, and perishable goods, as well as general merchandise, including apparel, home goods, and toys; and price impact warehouse stores provide grocery, and health and beauty care items, as well as meat, dairy, baked goods, and fresh produce items. It also manufactures and processes food products for sale in its supermarkets and online; and sells fuel through 1,613 fuel centers. As of January 29, 2022, the company operated 2,726 supermarkets under various banner names in 35 states and the District of Columbia. The Kroger Co. was founded in 1883 and is based in Cincinnati, Ohio.",David John Christopher Kennerley,Consumer Defensive,US,409000,513 762 4000,1014 Vine Street,Cincinnati,OH,45202-1100,https://images.financialmodelingprep.com/symbol/KR.png,1977-01-02,False,False,True,False,False
PSX,135.215,54643662492,1.094,4.7,91.01-142.35,3.815,2.90335,1171432,2400100.0,Phillips 66,USD,0001534701,US7185461040,718546104,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,https://www.phillips66.com,"Phillips 66 operates as an energy manufacturing and logistics company. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, aviation, and renewable fuels at 12 refineries in the United States and Europe. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels primarily in the United States and Europe. This segment also manufactures and markets specialty products, such as base oils and lubricants. The company was founded in 1875 and is headquartered in Houston, Texas.",Mark E. Lashier,Energy,US,13200,281 293 6600,2331 CityWest Boulevard,Houston,TX,77042,https://images.financialmodelingprep.com/symbol/PSX.png,2012-04-12,False,False,True,False,False
MPC,195.9925,59585700412,0.883,3.64,115.1-201.61,7.4525,3.95274,891778,1774856.0,Marathon Petroleum Corporation,USD,0001510295,US56585A1025,56585A102,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,https://www.marathonpetroleum.com,"Marathon Petroleum Corporation, together with its subsidiaries, operates as an integrated downstream energy company primarily in the United States. It operates in two segments, Refining & Marketing, and Midstream. The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent, and West Coast regions of the United States; and purchases refined products and ethanol for resale. Its refined products include transportation fuels, such as reformulated gasolines and blend-grade gasolines; heavy fuel oil; and asphalt. This segment also manufactures aromatics, propane, propylene, and sulfur. It sells refined products to wholesale marketing customers in the United States and internationally, buyers on the spot market, and independent entrepreneurs who operate primarily Marathon branded outlets, as well as through long-term fuel supply contracts to direct dealer locations primarily under the ARCO brand. The Midstream segment transports, stores, distributes, and markets crude oil and refined products through refining logistics assets, pipelines, terminals, towboats, and barges; gathers, processes, and transports natural gas; and gathers, transports, fractionates, stores, and markets natural gas liquids. As of December 31, 2021, the company operated 7,159 brand jobber outlets in 37 states, the District of Columbia, and Mexico through independent entrepreneurs. Marathon Petroleum Corporation was founded in 1887 and is headquartered in Findlay, Ohio.",Maryann T. Mannen,Energy,US,18300,419 422 2121,539 South Main Street,Findlay,OH,45840-3229,https://images.financialmodelingprep.com/symbol/MPC.png,2011-06-24,False,False,True,False,False
VZ,38.64,162918790581,0.366,2.7225,37.59-47.36,-1.16,-2.91457,23941629,20072329.0,Verizon Communications Inc.,USD,0000732712,US92343V1044,92343V104,New York Stock Exchange,NYSE,Telecommunications Services,https://www.verizon.com,"Verizon Communications Inc., through its subsidiaries, offers communications, technology, information, and entertainment products and services to consumers, businesses, and governmental entities worldwide. Its Consumer segment provides postpaid and prepaid service plans; internet access on notebook computers and tablets; wireless equipment, including smartphones and other handsets; and wireless-enabled internet devices, such as tablets, and other wireless-enabled connected devices comprising smart watches. It also provides residential fixed connectivity solutions, such as internet, video, and voice services; and sells network access to mobile virtual network operators. As of December 31, 2021, it had approximately 115 million wireless retail connections, 7 million wireline broadband connections, and 4 million Fios video connections. The company's Business segment provides network connectivity products, including private networking, private cloud connectivity, virtual and software defined networking, and internet access services; and internet protocol-based voice and video services, unified communications and collaboration tools, and customer contact center solutions. This segment also offers a suite of management and data security services; domestic and global voice and data solutions, such as voice calling, messaging services, conferencing, contact center solutions, and private line and data access networks; customer premises equipment; installation, maintenance, and site services; and Internet of Things products and services. As of December 31, 2021, it had approximately 27 million wireless retail postpaid connections and 477 thousand wireline broadband connections. The company was formerly known as Bell Atlantic Corporation and changed its name to Verizon Communications Inc. in June 2000. Verizon Communications Inc. was incorporated in 1983 and is headquartered in New York, New York.",Hans E. Vestberg,Communication Services,US,99400,212 395 1000,1095 Avenue of the Americas,New York City,NY,10036,https://images.financialmodelingprep.com/symbol/VZ.png,1983-11-21,False,False,True,False,False
NVDA,181.755,4425188985000,2.123,0.04,86.62-195.62,1.475,0.81817,62101888,173464512.0,NVIDIA Corporation,USD,0001045810,US67066G1040,67066G104,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.nvidia.com,"NVIDIA Corporation provides graphics, and compute and networking solutions in the United States, Taiwan, China, and internationally. The company's Graphics segment offers GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; vGPU software for cloud-based visual and virtual computing; automotive platforms for infotainment systems; and Omniverse software for building 3D designs and virtual worlds. Its Compute & Networking segment provides Data Center platforms and systems for AI, HPC, and accelerated computing; Mellanox networking and interconnect solutions; automotive AI Cockpit, autonomous driving development agreements, and autonomous vehicle solutions; cryptocurrency mining processors; Jetson for robotics and other embedded platforms; and NVIDIA AI Enterprise and other software. The company's products are used in gaming, professional visualization, datacenter, and automotive markets. NVIDIA Corporation sells its products to original equipment manufacturers, original device manufacturers, system builders, add-in board manufacturers, retailers/distributors, independent software vendors, Internet and cloud service providers, automotive manufacturers and tier-1 automotive suppliers, mapping companies, start-ups, and other ecosystem participants. It has a strategic collaboration with Kroger Co. NVIDIA Corporation was incorporated in 1993 and is headquartered in Santa Clara, California.",Jen-Hsun Huang,Technology,US,36000,408 486 2000,2788 San Tomas Expressway,Santa Clara,CA,95051,https://images.financialmodelingprep.com/symbol/NVDA.png,1999-01-22,False,False,True,False,False
GS,751.62,227531158020,1.415,13.0,439.38-825.25,7.02,0.94279,570063,1881481.0,"The Goldman Sachs Group, Inc.",USD,0000886982,US38141G1040,38141G104,New York Stock Exchange,NYSE,Financial - Capital Markets,https://www.goldmansachs.com,"The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals worldwide. It operates through four segments: Investment Banking, Global Markets, Asset Management, and Consumer & Wealth Management. The company's Investment Banking segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; and middle-market lending, relationship lending, and acquisition financing, as well as transaction banking services. This segment also offers underwriting services, such as equity underwriting for common and preferred stock and convertible and exchangeable securities; and debt underwriting for various types of debt instruments, including investment-grade and high-yield debt, bank and bridge loans, and emerging-and growth-market debt, as well as originates structured securities. Its Global Markets segment is involved in client execution activities for cash and derivative instruments; credit and interest rate products; and provision of equity intermediation and equity financing, clearing, settlement, and custody services, as well as mortgages, currencies, commodities, and equities related products. The company's Asset Management segment manages assets across various classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, and commodities; and provides customized investment advisory solutions, as well as invests in corporate, real estate, and infrastructure entities. Its Consumer & Wealth Management segment offers wealth advisory and banking services, including financial planning, investment management, deposit taking, and lending; private banking; and unsecured loans, as well as accepts saving and time deposits. The company was founded in 1869 and is headquartered in New York, New York.",David Solomon,Financial Services,US,46600,212-902-1000,200 West Street,New York City,NY,10282,https://images.financialmodelingprep.com/symbol/GS.png,1999-05-04,False,False,True,False,False
WFC,84.48,270626611200,1.24,1.8,58.42-87.47,0.6,0.71531,5441698,14615006.0,Wells Fargo & Company,USD,0000072971,US9497461015,949746101,New York Stock Exchange,NYSE,Banks - Diversified,https://www.wellsfargo.com,"Wells Fargo & Company, a diversified financial services company, provides banking, investment, mortgage, and consumer and commercial finance products and services in the United States and internationally. It operates through four segments: Consumer Banking and Lending; Commercial Banking; Corporate and Investment Banking; and Wealth and Investment Management. The Consumer Banking and Lending segment offers diversified financial products and services for consumers and small businesses. Its financial products and services include checking and savings accounts, and credit and debit cards, as well as home, auto, personal, and small business lending services. The Commercial Banking segment provides financial solutions to private, family owned, and certain public companies. Its products and services include banking and credit products across various industry sectors and municipalities, secured lending and lease products, and treasury management services. The Corporate and Investment Banking segment offers a suite of capital markets, banking, and financial products and services to corporate, commercial real estate, government, and institutional clients. Its products and services comprise corporate banking, investment banking, treasury management, commercial real estate lending and servicing, equity, and fixed income solutions, as well as sales, trading, and research capabilities services. The Wealth and Investment Management segment provides personalized wealth management, brokerage, financial planning, lending, private banking, and trust and fiduciary products and services to affluent, high-net worth, and ultra-high-net worth clients. It also operates through financial advisors. Wells Fargo & Company was founded in 1852 and is headquartered in San Francisco, California.",Charles W. Scharf,Financial Services,US,215367,866 249 3302,420 Montgomery Street,San Francisco,CA,94104,https://images.financialmodelingprep.com/symbol/WFC.png,1972-06-01,False,False,True,False,False
VLO,171.44,53258134991,1.026,4.46,99-178.43,9.57,5.91215,2392189,2684707.0,Valero Energy Corporation,USD,0001035002,US91913Y1001,91913Y100,New York Stock Exchange,NYSE,Oil & Gas Refining & Marketing,https://www.valero.com,"Valero Energy Corporation manufactures, markets, and sells transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, and internationally. The company operates through three segments: Refining, Renewable Diesel, and Ethanol. It produces conventional, premium, and reformulated gasolines; gasoline meeting the specifications of the California Air Resources Board (CARB); diesel fuels, and low-sulfur and ultra-low-sulfur diesel fuels; CARB diesel; other distillates; jet fuels; blendstocks; and asphalts, petrochemicals, lubricants, and other refined petroleum products, as well as sells lube oils and natural gas liquids. As of December 31, 2021, the company owned 15 petroleum refineries with a combined throughput capacity of approximately 3.2 million barrels per day; and 12 ethanol plants with a combined ethanol production capacity of approximately 1.6 billion gallons per year. It sells its refined products through wholesale rack and bulk markets; and through approximately 7,000 outlets under the Valero, Beacon, Diamond Shamrock, Shamrock, Ultramar, and Texaco brands. The company also produces and sells ethanol, dry distiller grains, syrup, and inedible corn oil primarily to animal feed customers. In addition, it owns and operates crude oil and refined petroleum products pipelines, terminals, tanks, marine docks, truck rack bays, and other logistics assets; and owns and operates a plant that processes animal fats, used cooking oils, and inedible distillers corn oils into renewable diesel. The company was formerly known as Valero Refining and Marketing Company and changed its name to Valero Energy Corporation in August 1997. Valero Energy Corporation was founded in 1980 and is headquartered in San Antonio, Texas.",R. Lane Riggs,Energy,US,9898,210 345 2000,One Valero Way,San Antonio,TX,78249,https://images.financialmodelingprep.com/symbol/VLO.png,1982-01-04,False,False,True,False,False
CCZ,59.0,55886807003,0.05139386,1.7914,53.14-68.405,-3.54,-5.66038,6,15.0,Comcast Holdings Corp.,USD,0001166691,US2003005079,200300507,New York Stock Exchange,NYSE,Broadcasting,https://corporate.comcast.com,"Comcast Holdings Corporation manages and operates broadband cable networks in the United States. The company, over its cable networks, primarily offers various services, including video, Internet, and phone. Its video services include cable networks, pay-per-view programming, digital cable, video-on-demand, high-definition television, and digital video recorder services. The company’s Internet services consist of multiple email addresses, online storage, and various value-added features. Comcast Holdings’ phone services comprise traditional circuit-switched local phone service, an array of associated calling features, and third-party long-distance services. The company also provides installation services and engages in third-party electronic retailing, Internet connectivity, and networked business applications. Comcast Holdings Corp. was formerly known as Comcast Corporation and changed its name to Comcast Holdings Corp. in November 2002. The company was incorporated in 1969 and is based in Philadelphia, Pennsylvania. Comcast Holdings Corporation operates as a subsidiary of Comcast Corporation.",None,Communication Services,US,31000,215-665-1700,"1500 Market Street Philadelphia, 19102United States",Philadelphia,PA,,https://images.financialmodelingprep.com/symbol/CCZ.png,2020-01-21,False,False,True,False,False
T,24.575,175720834250,0.624,1.11,21.38-29.79,-0.975,-3.81605,53498118,35685989.0,AT&T Inc.,USD,0000732717,US00206R1023,00206R102,New York Stock Exchange,NYSE,Telecommunications Services,https://www.att.com,"AT&T Inc. provides telecommunications, media, and technology services worldwide. Its Communications segment offers wireless voice and data communications services; and sells handsets, wireless data cards, wireless computing devices, and carrying cases and hands-free devices through its own company-owned stores, agents, and third-party retail stores. It also provides data, voice, security, cloud solutions, outsourcing, and managed and professional services, as well as customer premises equipment for multinational corporations, small and mid-sized businesses, governmental, and wholesale customers. In addition, this segment offers broadband fiber and legacy telephony voice communication services to residential customers. It markets its communications services and products under the AT&T, Cricket, AT&T PREPAID, and AT&T Fiber brand names. The company's Latin America segment provides wireless services in Mexico; and video services in Latin America. This segment markets its services and products under the AT&T and Unefon brand names. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in 2005. AT&T Inc. was incorporated in 1983 and is headquartered in Dallas, Texas.",John T. Stankey,Communication Services,US,139970,210 821 4105,208 South Akard Street,Dallas,TX,75202,https://images.financialmodelingprep.com/symbol/T.png,1983-11-21,False,False,True,False,False
HUM,287.42,34568555246,0.425,3.54,206.87-315.35,-0.3,-0.10427,299567,1943175.0,Humana Inc.,USD,0000049071,US4448591028,444859102,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.humana.com,"Humana Inc., together with its subsidiaries, operates as a health and well-being company in the United States. It operates through three segments: Retail, Group and Specialty, and Healthcare Services. The company offers medical and supplemental benefit plans to individuals. It also has a contract with Centers for Medicare and Medicaid Services to administer the Limited Income Newly Eligible Transition prescription drug plan program; and contracts with various states to provide Medicaid, dual eligible, and long-term support services benefits. In addition, the company provides commercial fully insured medical and specialty health insurance benefits comprising dental, vision, and other supplemental health benefits; and administrative services only products to individuals and employer groups, as well as military services, such as TRICARE T2017 East Region contract. Further, it offers pharmacy solutions, provider services, and home solutions services, such as home health and other services to its health plan members, as well as to third parties. As of December 31, 2021, the company had approximately 17 million members in medical benefit plans, as well as approximately 5 million members in specialty products. Humana Inc. was founded in 1961 and is headquartered in Louisville, Kentucky.",James A. Rechtin,Healthcare,US,65680,502 580 1000,Humana Building,Louisville,KY,40202,https://images.financialmodelingprep.com/symbol/HUM.png,1981-12-31,False,False,True,False,False
